transaction_id,customer_id,timestamp,transaction_type,amount_idr,payment_method,channel,device_id,location_city,is_fraud_label
TXN0007127,CUST11154,2026-04-01 15:11:00,topup,5000,bank_transfer,Retail_Outlet,DEVf0c46591,Balikpapan,0
TXN0002032,CUST10341,2026-04-01 15:15:00,topup,19335,virtual_account,Retail_Outlet,DEV7ee667de,Palembang,0
TXN0007118,CUST11152,2026-04-01 15:18:00,topup,7389,bank_transfer,Partner_Bank,DEV81ec334f,Bandung,0
TXN0003065,CUST10508,2026-04-01 15:28:00,topup,5000,bank_transfer,Retail_Outlet,DEVba098484,Medan,0
TXN0005126,CUST10832,2026-04-01 15:36:00,topup,21040,e-wallet_dana,Partner_Bank,DEV6a961ac0,Semarang,0
TXN0002986,CUST10496,2026-04-01 15:43:00,topup,35523,e-wallet_gopay,MyApp,DEV8897c497,Surabaya,0
TXN0003115,CUST10516,2026-04-01 16:04:00,topup,38399,retail_counter,Partner_Bank,DEVf9da4f55,Palembang,0
TXN0003470,CUST10572,2026-04-01 16:05:00,topup,5000,bank_transfer,Retail_Outlet,DEV5b7117bd,Pekanbaru,0
TXN0001893,CUST10323,2026-04-01 16:14:00,topup,38287,retail_counter,Retail_Outlet,DEV7e808d05,Malang,0
TXN0004931,CUST10801,2026-04-01 16:29:00,topup,53185,e-wallet_gopay,MyApp,DEV2cdb1625,Makassar,0
TXN0004949,CUST10804,2026-04-01 16:30:00,topup,23728,credit_card,Retail_Outlet,DEV5eb63bc5,Yogyakarta,0
TXN0005348,CUST10862,2026-04-01 16:36:00,topup,31570,virtual_account,MyApp,DEV85713253,Pekanbaru,0
TXN0001285,CUST10212,2026-04-01 16:40:00,topup,13951,e-wallet_gopay,Retail_Outlet,DEV6c936f69,Yogyakarta,0
TXN0003898,CUST10636,2026-04-01 16:52:00,topup,62561,e-wallet_gopay,Partner_Bank,DEV61127927,Bandung,0
TXN0005383,CUST10867,2026-04-01 16:58:00,topup,30180,bank_transfer,Partner_Bank,DEVe3245730,Surabaya,0
TXN0000110,CUST10018,2026-04-01 17:01:00,topup,10380,credit_card,Retail_Outlet,DEVb45c9a54,Denpasar,0
TXN0003793,CUST10622,2026-04-01 17:23:00,topup,5000,retail_counter,MyApp,DEV19dad534,Palembang,0
TXN0000349,CUST10057,2026-04-01 17:26:00,topup,14313,credit_card,MyApp,DEV74eda60e,Malang,0
TXN0000825,CUST10136,2026-04-01 17:59:00,topup,44529,e-wallet_ovo,MyApp,DEVa55fa725,Surabaya,0
TXN0000921,CUST10151,2026-04-01 18:31:00,topup,21678,bank_transfer,Web_Portal,DEVbf00f56c,Malang,0
TXN0000549,CUST10091,2026-04-01 19:30:00,topup,5000,e-wallet_gopay,USSD,DEV913a1734,Makassar,0
TXN0004692,CUST10763,2026-04-01 19:32:00,topup,39231,e-wallet_dana,Web_Portal,DEV4bfaa29e,Jakarta,0
TXN0005879,CUST10943,2026-04-01 19:50:00,topup,73856,e-wallet_ovo,USSD,DEVb2290f1c,Malang,0
TXN0001166,CUST10191,2026-04-01 19:51:00,topup,17515,e-wallet_gopay,Partner_Bank,DEV8e2017e1,Pekanbaru,0
TXN0006210,CUST10998,2026-04-01 20:07:00,topup,13433,e-wallet_ovo,Web_Portal,DEV8b7080c2,Makassar,0
TXN0000944,CUST10154,2026-04-01 20:07:00,topup,27951,e-wallet_gopay,Retail_Outlet,DEV9255273f,Pekanbaru,0
TXN0007066,CUST11142,2026-04-01 20:24:00,topup,36904,credit_card,Partner_Bank,DEV7bdeb381,Denpasar,0
TXN0002619,CUST10437,2026-04-01 20:37:00,topup,30255,retail_counter,USSD,DEV1491b51d,Jakarta,0
TXN0002737,CUST10456,2026-04-01 20:52:00,topup,35717,e-wallet_ovo,MyApp,DEV6c24dcaa,Semarang,0
TXN0007312,CUST11182,2026-04-01 21:38:00,topup,30697,retail_counter,MyApp,DEV9ac1b7f0,Medan,0
TXN0001306,CUST10218,2026-04-01 22:06:00,topup,13419,virtual_account,Retail_Outlet,DEV5a589b67,Medan,0
TXN0004289,CUST10694,2026-04-01 22:06:00,topup,53863,e-wallet_gopay,Retail_Outlet,DEVb9a3773d,Palembang,0
TXN0005631,CUST10907,2026-04-01 22:16:00,topup,30063,retail_counter,Retail_Outlet,DEVcdba8621,Bandung,0
TXN0000362,CUST10060,2026-04-01 22:27:00,topup,19222,retail_counter,Web_Portal,DEVd5f0fb6a,Denpasar,0
TXN0002261,CUST10380,2026-04-01 22:33:00,topup,53574,virtual_account,USSD,DEV0265a223,Medan,0
TXN0005036,CUST10817,2026-04-01 22:34:00,topup,31637,e-wallet_dana,Retail_Outlet,DEVde61f70d,Balikpapan,0
TXN0002012,CUST10339,2026-04-02 06:00:00,topup,16158,e-wallet_gopay,Retail_Outlet,DEV4d844cb6,Pekanbaru,0
TXN0006839,CUST11103,2026-04-02 06:20:00,topup,14242,e-wallet_ovo,Retail_Outlet,DEVa3b0e3da,Balikpapan,0
TXN0004367,CUST10709,2026-04-02 06:28:00,topup,13259,e-wallet_gopay,USSD,DEV883d9b03,Balikpapan,0
TXN0001431,CUST10244,2026-04-02 06:47:00,topup,5000,virtual_account,Partner_Bank,DEV8bbf1b30,Medan,0
TXN0001519,CUST10260,2026-04-02 06:51:00,topup,15470,bank_transfer,USSD,DEV93423b4f,Bandung,0
TXN0001343,CUST10227,2026-04-02 07:00:00,topup,5000,e-wallet_ovo,MyApp,DEV9c48c830,Balikpapan,0
TXN0005964,CUST10958,2026-04-02 07:01:00,topup,7290,e-wallet_gopay,Partner_Bank,DEV1f79260c,Denpasar,0
TXN0005885,CUST10944,2026-04-02 07:13:00,topup,38992,virtual_account,USSD,DEV21f3eb6f,Pekanbaru,0
TXN0001630,CUST10280,2026-04-02 07:26:00,topup,57258,e-wallet_gopay,Partner_Bank,DEV7e388a19,Palembang,0
TXN0002036,CUST10342,2026-04-02 07:31:00,topup,19711,bank_transfer,Web_Portal,DEVef6e9295,Balikpapan,0
TXN0000883,CUST10145,2026-04-02 07:34:00,topup,5000,e-wallet_dana,Retail_Outlet,DEV8b2ab759,Denpasar,0
TXN0005534,CUST10890,2026-04-02 07:50:00,topup,29383,credit_card,USSD,DEV2740a29d,Makassar,0
TXN0004096,CUST10666,2026-04-02 07:56:00,topup,40968,e-wallet_ovo,USSD,DEV1ac7ea5b,Medan,0
TXN0007361,CUST11189,2026-04-02 08:46:00,topup,22353,e-wallet_dana,MyApp,DEVd6b9bf52,Palembang,0
TXN0005962,CUST10958,2026-04-02 08:49:00,topup,32911,e-wallet_dana,Web_Portal,DEVb95175be,Denpasar,0
TXN0000793,CUST10131,2026-04-02 08:52:00,topup,47850,e-wallet_dana,USSD,DEV65a4c79b,Makassar,0
TXN0002787,CUST10466,2026-04-02 08:58:00,topup,28252,e-wallet_gopay,MyApp,DEV727dda84,Pekanbaru,0
TXN0003690,CUST10606,2026-04-02 09:09:00,topup,5000,e-wallet_dana,MyApp,DEVf3fac150,Makassar,0
TXN0004326,CUST10702,2026-04-02 09:26:00,topup,22917,credit_card,MyApp,DEV1093a05b,Medan,0
TXN0006870,CUST11109,2026-04-02 09:36:00,topup,22865,retail_counter,Web_Portal,DEVdeafd27f,Balikpapan,0
TXN0002625,CUST10438,2026-04-02 09:39:00,topup,23192,e-wallet_dana,Retail_Outlet,DEVeca04629,Bandung,0
TXN0005200,CUST10840,2026-04-02 10:03:00,topup,14954,credit_card,Web_Portal,DEV0b45cb04,Pekanbaru,0
TXN0003202,CUST10528,2026-04-02 10:22:00,topup,21878,retail_counter,Retail_Outlet,DEV14eae37c,Bandung,0
TXN0000941,CUST10154,2026-04-02 10:29:00,topup,31847,e-wallet_dana,Retail_Outlet,DEVc5828939,Pekanbaru,0
TXN0005069,CUST10823,2026-04-02 10:33:00,topup,8852,e-wallet_dana,Partner_Bank,DEVe6defc16,Balikpapan,0
TXN0000668,CUST10112,2026-04-02 10:35:00,topup,55142,e-wallet_dana,MyApp,DEV65ebd4dc,Semarang,0
TXN0000933,CUST10153,2026-04-02 10:56:00,topup,40634,e-wallet_gopay,MyApp,DEV60042231,Pekanbaru,0
TXN0002940,CUST10490,2026-04-02 11:00:00,topup,51411,e-wallet_ovo,Web_Portal,DEVe525aeaf,Malang,0
TXN0000647,CUST10107,2026-04-02 11:03:00,topup,35745,virtual_account,MyApp,DEV7b6c7129,Balikpapan,0
TXN0003056,CUST10507,2026-04-02 11:19:00,topup,25585,e-wallet_ovo,USSD,DEV45665e79,Malang,0
TXN0007265,CUST11174,2026-04-02 11:32:00,topup,9661,e-wallet_dana,Partner_Bank,DEVa250b2fc,Surabaya,0
TXN0001331,CUST10224,2026-04-02 11:42:00,topup,9904,credit_card,Partner_Bank,DEV43af6c46,Bandung,0
TXN0005343,CUST10861,2026-04-02 11:50:00,topup,17091,credit_card,Retail_Outlet,DEVd61c8113,Semarang,0
TXN0006993,CUST11127,2026-04-02 11:55:00,topup,29500,bank_transfer,Web_Portal,DEVa910c002,Makassar,0
TXN0005607,CUST10902,2026-04-02 12:18:00,topup,30942,credit_card,Partner_Bank,DEVc6acdcaf,Makassar,0
TXN0003880,CUST10635,2026-04-02 12:26:00,topup,32457,e-wallet_gopay,Web_Portal,DEV65e92e49,Bandung,0
TXN0007205,CUST11164,2026-04-02 12:28:00,topup,43493,retail_counter,USSD,DEV55a28f90,Palembang,0
TXN0002817,CUST10469,2026-04-02 12:28:00,topup,19640,credit_card,Web_Portal,DEVd2524487,Makassar,0
TXN0005463,CUST10880,2026-04-02 12:34:00,topup,5000,credit_card,Web_Portal,DEV9ef63a80,Pekanbaru,0
TXN0004366,CUST10708,2026-04-02 12:43:00,topup,25356,credit_card,Web_Portal,DEVa5310be0,Palembang,0
TXN0000384,CUST10063,2026-04-02 12:54:00,topup,22588,e-wallet_ovo,MyApp,DEV260e37cc,Jakarta,0
TXN0004304,CUST10697,2026-04-02 13:00:00,topup,5000,virtual_account,MyApp,DEV4679fe6e,Medan,0
TXN0005220,CUST10843,2026-04-02 13:15:00,topup,29915,e-wallet_ovo,Retail_Outlet,DEV7e984064,Yogyakarta,0
TXN0005022,CUST10814,2026-04-02 13:36:00,topup,5000,credit_card,Retail_Outlet,DEV722899a2,Balikpapan,0
TXN0000297,CUST10048,2026-04-02 13:44:00,topup,20250,bank_transfer,Retail_Outlet,DEV73b9c2ac,Balikpapan,0
TXN0005891,CUST10945,2026-04-02 13:53:00,topup,5300,retail_counter,MyApp,DEV2767ec01,Denpasar,0
TXN0001469,CUST10249,2026-04-02 14:09:00,topup,47042,bank_transfer,Web_Portal,DEV3c3c9c08,Semarang,0
TXN0001872,CUST10320,2026-04-02 14:18:00,topup,26833,credit_card,MyApp,DEV3fe604f4,Pekanbaru,0
TXN0004954,CUST10805,2026-04-02 14:28:00,topup,18370,e-wallet_gopay,MyApp,DEV4ad76a0d,Makassar,0
TXN0002543,CUST10424,2026-04-02 14:30:00,topup,57831,e-wallet_dana,USSD,DEVc2ffd690,Palembang,0
TXN0003068,CUST10509,2026-04-02 15:06:00,topup,49727,e-wallet_dana,Web_Portal,DEV7e8450d7,Surabaya,0
TXN0004800,CUST10779,2026-04-02 15:32:00,topup,20124,retail_counter,Retail_Outlet,DEVbf733026,Palembang,0
TXN0006384,CUST11024,2026-04-02 15:45:00,topup,30584,credit_card,Partner_Bank,DEV23625303,Palembang,0
TXN0006638,CUST11070,2026-04-02 16:15:00,topup,17126,e-wallet_dana,MyApp,DEVb51f34b7,Jakarta,0
TXN0000413,CUST10068,2026-04-02 16:34:00,topup,30034,bank_transfer,MyApp,DEV7e0f60b2,Semarang,0
TXN0004750,CUST10771,2026-04-02 16:58:00,topup,5000,credit_card,Partner_Bank,DEV14e1aabd,Surabaya,0
TXN0007136,CUST11155,2026-04-02 17:07:00,topup,5000,e-wallet_ovo,Partner_Bank,DEVdce202f5,Yogyakarta,0
TXN0007131,CUST11154,2026-04-02 17:44:00,topup,25508,e-wallet_ovo,Partner_Bank,DEVe66ccf4a,Balikpapan,0
TXN0000811,CUST10134,2026-04-02 17:49:00,topup,31135,retail_counter,USSD,DEV88a613b4,Denpasar,0
TXN0004608,CUST10748,2026-04-02 18:05:00,topup,27415,e-wallet_dana,Retail_Outlet,DEVd27e5846,Palembang,0
TXN0002681,CUST10446,2026-04-02 18:12:00,topup,30234,bank_transfer,USSD,DEVc8ecb641,Denpasar,0
TXN0005813,CUST10935,2026-04-02 18:28:00,topup,25396,e-wallet_dana,MyApp,DEV0f417135,Jakarta,0
TXN0000088,CUST10014,2026-04-02 19:05:00,topup,24794,e-wallet_dana,USSD,DEVbcaff931,Jakarta,0
TXN0005715,CUST10922,2026-04-02 19:26:00,topup,6170,credit_card,Partner_Bank,DEV6eb1de50,Palembang,0
TXN0006307,CUST11013,2026-04-02 19:39:00,topup,56064,bank_transfer,Retail_Outlet,DEV2fad3d7e,Yogyakarta,0
TXN0002241,CUST10377,2026-04-02 19:40:00,topup,15455,e-wallet_gopay,Partner_Bank,DEVe2495790,Semarang,0
TXN0006091,CUST10978,2026-04-02 20:04:00,topup,5000,virtual_account,MyApp,DEV6fad7460,Jakarta,0
TXN0001729,CUST10296,2026-04-02 20:41:00,topup,5000,bank_transfer,USSD,DEVbce05a63,Jakarta,0
TXN0005410,CUST10871,2026-04-02 20:44:00,topup,7000,virtual_account,MyApp,DEV5a8258cb,Surabaya,0
TXN0001193,CUST10197,2026-04-02 20:54:00,topup,11886,bank_transfer,USSD,DEVdf3334c6,Medan,0
TXN0002745,CUST10458,2026-04-02 20:58:00,topup,14479,e-wallet_gopay,USSD,DEV4dd7cb5c,Makassar,0
TXN0002531,CUST10422,2026-04-02 21:01:00,topup,41721,credit_card,MyApp,DEV3677f5b4,Denpasar,0
TXN0002310,CUST10388,2026-04-02 21:28:00,topup,5000,e-wallet_ovo,MyApp,DEVc85b811b,Bandung,0
TXN0004751,CUST10771,2026-04-02 21:37:00,topup,47074,e-wallet_gopay,MyApp,DEV1812362f,Surabaya,0
TXN0002845,CUST10474,2026-04-02 21:40:00,topup,35089,e-wallet_ovo,MyApp,DEV6b1205aa,Balikpapan,0
TXN0001611,CUST10278,2026-04-02 21:47:00,topup,15425,bank_transfer,Web_Portal,DEV24c58b47,Pekanbaru,0
TXN0000355,CUST10058,2026-04-02 21:51:00,topup,22363,bank_transfer,MyApp,DEVe3ea2d7f,Palembang,0
TXN0004669,CUST10759,2026-04-02 21:54:00,topup,26300,bank_transfer,MyApp,DEV7c45d65d,Malang,0
TXN0003495,CUST10574,2026-04-02 22:16:00,topup,16670,credit_card,Web_Portal,DEV5a2d6aee,Denpasar,0
TXN0001910,CUST10325,2026-04-02 22:19:00,topup,13912,e-wallet_dana,MyApp,DEV0d574085,Yogyakarta,0
TXN0006552,CUST11055,2026-04-02 22:42:00,topup,5000,e-wallet_gopay,Web_Portal,DEVee426792,Balikpapan,0
TXN0006364,CUST11021,2026-04-03 06:06:00,topup,5000,credit_card,Retail_Outlet,DEV9eead5de,Medan,0
TXN0007411,CUST11197,2026-04-03 06:17:00,topup,13378,bank_transfer,Partner_Bank,DEVefa107ee,Surabaya,0
TXN0004258,CUST10689,2026-04-03 06:22:00,topup,5000,retail_counter,Partner_Bank,DEV3964afe6,Medan,0
TXN0006916,CUST11117,2026-04-03 06:36:00,topup,19984,credit_card,Retail_Outlet,DEV62d0abcd,Yogyakarta,0
TXN0001018,CUST10168,2026-04-03 06:36:00,topup,24330,e-wallet_dana,Partner_Bank,DEV04b40ac9,Denpasar,0
TXN0000613,CUST10102,2026-04-03 07:03:00,topup,6170,e-wallet_dana,Web_Portal,DEV6a241f46,Medan,0
TXN0000804,CUST10133,2026-04-03 07:27:00,topup,57488,bank_transfer,Web_Portal,DEVdd3ee854,Bandung,0
TXN0001897,CUST10323,2026-04-03 07:37:00,topup,18733,virtual_account,USSD,DEV6e6a3d5b,Malang,0
TXN0007283,CUST11177,2026-04-03 07:38:00,topup,11995,retail_counter,Web_Portal,DEVfd9c70c3,Yogyakarta,0
TXN0006409,CUST11029,2026-04-03 07:41:00,topup,39740,bank_transfer,USSD,DEV62c57829,Malang,0
TXN0005931,CUST10951,2026-04-03 07:45:00,topup,24122,retail_counter,MyApp,DEV9ff5846e,Jakarta,0
TXN0003234,CUST10533,2026-04-03 07:57:00,topup,5000,virtual_account,Partner_Bank,DEV1fef4fb0,Makassar,0
TXN0002556,CUST10427,2026-04-03 08:01:00,topup,13760,e-wallet_dana,MyApp,DEVb9add00a,Surabaya,0
TXN0000171,CUST10028,2026-04-03 08:36:00,topup,17967,e-wallet_gopay,USSD,DEV907276ea,Surabaya,0
TXN0007053,CUST11140,2026-04-03 08:36:00,topup,30010,bank_transfer,Retail_Outlet,DEVc0c86a82,Surabaya,0
TXN0000376,CUST10062,2026-04-03 08:47:00,topup,34853,virtual_account,Web_Portal,DEV032a09e0,Yogyakarta,0
TXN0004977,CUST10807,2026-04-03 09:01:00,topup,22034,retail_counter,USSD,DEV42f76d43,Balikpapan,0
TXN0006696,CUST11079,2026-04-03 09:03:00,topup,42087,e-wallet_gopay,Retail_Outlet,DEV2e095630,Jakarta,0
TXN0005276,CUST10851,2026-04-03 09:08:00,topup,14850,e-wallet_gopay,MyApp,DEV613dec3a,Bandung,0
TXN0005219,CUST10843,2026-04-03 09:32:00,topup,40061,bank_transfer,Web_Portal,DEVd0713654,Yogyakarta,0
TXN0002117,CUST10358,2026-04-03 09:45:00,topup,45559,retail_counter,Partner_Bank,DEV15936f42,Makassar,0
TXN0001076,CUST10176,2026-04-03 09:48:00,topup,6131,retail_counter,Retail_Outlet,DEV632c817e,Malang,0
TXN0001713,CUST10293,2026-04-03 10:18:00,topup,22388,virtual_account,Retail_Outlet,DEV65125d2e,Yogyakarta,0
TXN0004362,CUST10708,2026-04-03 10:34:00,topup,17007,bank_transfer,Retail_Outlet,DEVfe034a0e,Palembang,0
TXN0002599,CUST10434,2026-04-03 10:38:00,topup,13502,bank_transfer,Web_Portal,DEV4eccb0ab,Yogyakarta,0
TXN0001234,CUST10203,2026-04-03 11:00:00,topup,29857,virtual_account,Retail_Outlet,DEV8e5fd65f,Makassar,0
TXN0001785,CUST10305,2026-04-03 11:02:00,topup,8645,retail_counter,MyApp,DEV87f3c9a4,Palembang,0
TXN0006427,CUST11032,2026-04-03 11:04:00,topup,25509,e-wallet_ovo,Web_Portal,DEVbd00ff19,Jakarta,0
TXN0003604,CUST10592,2026-04-03 11:10:00,topup,58671,bank_transfer,USSD,DEVadc90caa,Malang,0
TXN0001492,CUST10254,2026-04-03 11:34:00,topup,24489,e-wallet_ovo,Web_Portal,DEV7936931e,Balikpapan,0
TXN0004773,CUST10774,2026-04-03 11:58:00,topup,11330,e-wallet_ovo,Retail_Outlet,DEV3172e9f8,Medan,0
TXN0004312,CUST10699,2026-04-03 12:16:00,topup,47741,e-wallet_gopay,Partner_Bank,DEV20e8dae1,Jakarta,0
TXN0002017,CUST10339,2026-04-03 12:33:00,topup,30112,virtual_account,Partner_Bank,DEVd0e34b2b,Pekanbaru,0
TXN0003912,CUST10638,2026-04-03 13:01:00,topup,5000,e-wallet_dana,Retail_Outlet,DEVa1ad9f14,Yogyakarta,0
TXN0005595,CUST10900,2026-04-03 13:06:00,topup,5000,credit_card,Web_Portal,DEVb3322d31,Denpasar,0
TXN0003754,CUST10616,2026-04-03 13:10:00,topup,6530,bank_transfer,Web_Portal,DEV5e4908c8,Palembang,0
TXN0004424,CUST10717,2026-04-03 13:10:00,topup,5000,e-wallet_gopay,Partner_Bank,DEV23f5aea6,Makassar,0
TXN0001190,CUST10197,2026-04-03 13:12:00,topup,18049,e-wallet_dana,Web_Portal,DEV6338fb29,Medan,0
TXN0004246,CUST10688,2026-04-03 13:17:00,topup,13865,virtual_account,Retail_Outlet,DEVafd50018,Yogyakarta,0
TXN0006869,CUST11109,2026-04-03 13:20:00,topup,5000,credit_card,Retail_Outlet,DEV779bfee4,Balikpapan,0
TXN0001857,CUST10318,2026-04-03 13:39:00,topup,24556,e-wallet_gopay,MyApp,DEVa4f954fc,Denpasar,0
TXN0007273,CUST11176,2026-04-03 13:40:00,topup,37691,e-wallet_ovo,Partner_Bank,DEV80dac46f,Makassar,0
TXN0001410,CUST10241,2026-04-03 13:53:00,topup,5000,credit_card,Retail_Outlet,DEVf7716700,Semarang,0
TXN0005107,CUST10828,2026-04-03 13:53:00,topup,25094,e-wallet_ovo,MyApp,DEV9b465e04,Palembang,0
TXN0000266,CUST10045,2026-04-03 13:56:00,topup,26817,bank_transfer,USSD,DEV7f53d344,Malang,0
TXN0001101,CUST10179,2026-04-03 14:10:00,topup,18101,bank_transfer,USSD,DEV2504fd28,Makassar,0
TXN0003120,CUST10516,2026-04-03 14:20:00,topup,18478,virtual_account,MyApp,DEV6c99ce56,Palembang,0
TXN0003847,CUST10629,2026-04-03 14:24:00,topup,13000,e-wallet_ovo,Web_Portal,DEV281f45ff,Bandung,0
TXN0006572,CUST11058,2026-04-03 14:44:00,topup,25619,virtual_account,Partner_Bank,DEVdc29aca7,Malang,0
TXN0003256,CUST10538,2026-04-03 14:55:00,topup,21658,e-wallet_gopay,Partner_Bank,DEVcb33478a,Pekanbaru,0
